marketid,caffeine_score,product_id,firm
1,0.06758916142465476,1,1
1,0.06758916142465476,2,1
1,0.7324954106160811,3,2
2,0.4652833748175515,4,1
2,0.4652833748175515,5,1
2,0.01542373912310102,6,2
3,0.7277739278077204,7,1
3,0.7277739278077204,8,1
3,0.175673706049584,9,2
4,0.7878515771274122,10,1
4,0.7878515771274122,11,1
4,0.071787874990346,12,2
5,0.6634055794172717,13,1
5,0.6634055794172717,14,1
5,0.1377436711176937,15,2
6,0.5608270845110319,16,1
6,0.5608270845110319,17,1
6,0.2908725034100823,18,2
7,0.6816002386770499,19,1
7,0.6816002386770499,20,1
7,0.31543071605415607,21,2
8,0.578997847610337,22,1
8,0.578997847610337,23,1
8,0.5302462602579886,24,2
9,0.5102729555125558,25,1
9,0.5102729555125558,26,1
9,0.5472276623693211,27,2
10,0.4676995967889955,28,1
10,0.4676995967889955,29,1
10,0.4716759163405261,30,2
11,0.9034512499455989,31,1
11,0.9034512499455989,32,1
11,0.8040915881157138,33,2
12,0.7286520014411009,34,1
12,0.7286520014411009,35,1
12,0.6026430381772396,36,2
13,0.29133759031464296,37,1
13,0.29133759031464296,38,1
13,0.3705792265178696,39,2
14,0.5779792429683204,40,1
14,0.5779792429683204,41,1
14,0.910560243760504,42,2
15,0.5913409776458556,43,1
15,0.5913409776458556,44,1
15,0.34950440713930353,45,2
16,0.7502929076178209,46,1
16,0.7502929076178209,47,1
16,0.6037712588558662,48,2
17,0.6142189821365863,49,1
17,0.6142189821365863,50,1
17,0.7704075520567281,51,2
18,0.46927794573037135,52,1
18,0.46927794573037135,53,1
18,0.8347639944444493,54,2
19,0.3247663322233346,55,1
19,0.3247663322233346,56,1
19,0.01390524178040675,57,2
20,0.11503342471548506,58,1
20,0.11503342471548506,59,1
20,0.15226364135481896,60,2
21,0.6161961327936842,61,1
21,0.6161961327936842,62,1
21,0.6686382090493509,63,2
22,0.28581270139814324,64,1
22,0.28581270139814324,65,1
22,0.39383575102392687,66,2
23,0.5023699014217279,67,1
